user_id,first_name,last_name,email,age,gender,country,signup_date,marketing_opt_in
U000111,Sofia,Smith,sofia.smith@outlook.com,48,female,Canada,2024-04-24,yes
U000112,taylor,Anderson,taylor.anderson9232@gmail.com,27,female,US,2024-12-31,no
U000113,Diego,Sanchez,diego.sanchez915@gmail.com,52,female,US,2025-06-15,yes
U000114,Dana,Nelson,dana.nelson3580@outlook.com,59,female,US,2024-07-04,no
U000115,lucas,Roberts,lucas.roberts@yahoo.com,48,male,MX,2024-07-12,yes
U000116,Sydney,Perez,sydney.perez3477@outlook.com,27,female,CA,2024-01-04,no
U000117,Yara,Rivera,yara.rivera@outlook.com,37,prefer_not_to_say,us,2024-07-08,no
U000118,Chris,Nelson,chris.nelson@gmail.com,51,male,US,2024-07-07,yes
U000119,Kendall,LOPEZ,kendall.lopez5863@icloud.com ,17,female,DE,2025-11-15,yes
U000120,Amir,Hall,amir.hall@gmail.com,22,female,MX,2025-12-03,yes
U000121,amir  ,Rodriguez,amir.rodriguez2061@gmail.com,24,female,United States,2025-07-14,yes
U000122,Pat,Thomas,pat.thomas@proton.me,42,male,US,2024-03-15,
U000123,Pat,Martinez,pat.martinez3027@gmail.com,34,male,US,2024-11-11,no
U000124,Omar  ,HILL,omar.hill@gmail.com,41,male,United States,2024-02-07,yes
U000125,Min,Nguyen,min.nguyen@icloud.com,16,nonbinary,usa,2025-05-12,no
U000126,Skyler,Carter,skyler.carter@yahoo.com,19,male,United Kingdom,2024-01-27,yes
U000127,  Casey   ,Adams,casey.adams9258@gmail.com,33,female,US,2024-02-28,no
U000128,Emma,LOPEZ,emma.lopez@gmail.com,48,male,IN,2024-11-22,no
U000130,Reese,Wilson,REESE.WILSON@GMAIL.COM,55,female,BR,2025-03-27,no
U000131,Pat,Adams,pat.adams@yahoo.com,50,male,US,2025-07-07,yes
U000132,Skyler,Johnson,skyler.johnson9666@icloud.com,36,male,U.S.,2024-10-30,no
U000133,Sydney,roberts,sydney.roberts@gmail.com  ,48,male,US,2026-01-14,yes
U000134,Logan,Smith,logan.smith8461@gmail.com,36,female,US,2024-03-26,no
U000135,Jamie,  Lopez   ,jamie.lopez@gmail.com,36,female,US,2024-11-12,yes
U000136,Harper,Martinez,harper.martinez@gmail.com ,28,female,US,2026-01-04,yes
U000137,mia,Green,mia.green@gmail.com,33,male,US,2024-05-29,no
U000138,Wei,Clark,wei.clark5829@gmail.com,45,female,US,2025-04-11,no
U000139,Fatima,Lopez,fatima.lopez@gmail.com,65,female,MX,2025-08-13,yes
U000140,Emma,johnson,emma.johnson7086@gmail.com,23,,US   ,2025-09-01,yes
U000141,Parker,Johnson,parker.johnson@icloud.com,26,female,FR,2025-04-14,yes
U000142,Sophia,Anderson,sophia.anderson5209@gmail.com,24,prefer_not_to_say,MX,2024-07-05,yes
U000143,Sydney,SCOTT,sydney.scott@gmail.com,16,male,  CA,2025-10-20,no
U000144,HIRO,White,hiro.white759@icloud.com,67,male,US,2024-05-23,yes
U000145,Liam,Wright,liam.wright435@gmail.com,38,male,US,2024-04-12,no
U000146,Riley,Hall,liam.young@gmail.com,16,male,US,2024-01-21,no
U000147,Hiro      ,Moore,hiro.moore@yahoo.com,46,,Germany,2025-02-19,no
U000148,Lee,THOMPSON,lee.thompson@gmail.com,49,male,CA,2025-03-02,yes
U000149,Logan,Anderson,logan.anderson@shoply.com,50,female,US,2025-04-09,yes
U000150,SYDNEY,Clark,sydney.clark5837@gmail.com,42,female,US,2025-03-27,no
U000151,Jordan,Young,jordan.young3831@outlook.com,22,female,US,2025-09-17,yes
U000152,Jordan,Jackson,jordan.jackson@gmail.com,34,male,US  ,2024-08-26,yes
U000153,Jordan,Davis,jordan.davis@yahoo.com,39,female,UK,2025-07-14,no
U000154,Kendall      ,Jones,kendall.jones6124@gmail.com,19,female,US,2025-12-28,no
U000155,Riley,Jackson,riley.jackson3051@gmail.com,15,male,United States,2024-03-06,yes
U000156,Reese,Garcia,reese.garcia6918@gmail.com,38,female,AU,2024-12-23,yes
U000157,EMERSON,Jackson,emerson.jackson7986@icloud.com,38,male,US,2024-07-17,no
U000158,  Olivia  ,Mitchell,olivia.mitchell6778@gmail.com,32,female,US,2024-12-28,yes
U000159,Sofia,Johnson,sofia.johnson3485@yahoo.com,42,prefer_not_to_say,US,2025-01-28,yes
U000160,Jesse,Williams,jesse.williams5479@gmail.com,21,male,US,2025-03-08,yes
U000161,noah,Lewis,NOAH.LEWIS6553@YAHOO.COM,47,female,Canada,2024-06-28,yes
U000162,Ana,Flores,ana.flores@outlook.com  ,25,female,usa,2024-08-31,no
U000163,Yara,Martinez,yara.martinez@yahoo.com,38,male,United states ,2024-08-08,yes
U000164,rowan   ,Johnson,rowan.johnson@outlook.com,36,prefer_not_to_say,US,2025-10-21,no
U000165,Lucas   ,Rodriguez,lucas.rodriguez@gmail.com,21,male,US,2024-10-23,no
U000166,Cameron,  Robinson  ,cameron.robinson1901@gmail.com,43,female,IN   ,2024-08-26,yes
U000167,Rowan,Hill,rowan.hill@yahoo.com,31,female,United States,2025-03-03,no
U000168,Lucas,Harris,lucas.harris5826@gmail.com  ,25,male,US,2025-04-05,yes
U000169,Robin,YOUNG,ROBIN.YOUNG3482@ICLOUD.COM,40,prefer_not_to_say,CA,2026-01-02,yes
U000170,Skyler,Walker,skyler.walker@gmail.com,63,male,US,2024-10-17,
U000171,HIRO,Adams,hiro.adams3709@outlook.com,29,male,US,2025-08-15,yes
U000172,Robin,Robinson,robin.robinson@gmail.com,31,nonbinary,us,2024-06-09,yes
U000173,Kendall,Clark,kendall.clark@gmail.com,30,male,United States,2025-05-16,no
U000174,mia,Jackson,mia.jackson@gmail.com,53,male,US,2025-02-26,yes
U000175,WEI,Taylor,wei.taylor7241@gmail.com,48,female,US,2025-05-20,no
U000176,Ava,Campbell,ava.campbell7303@gmail.com,36,female,United States,2025-12-13,no
U000177,Kendall,taylor,kendall.taylor@gmail.com,17,male,US,2025-11-21,yes
U000178,Priya,Walker,priya.walker@proton.me,45,female,u.s.,2025-09-17,yes
U000179,Chris,Allen,chris.allen@outlook.com,46,prefer_not_to_say,US,2025-08-31,no
U000180,Robin,Walker,robin.walker@outlook.com ,51,female,de,2025-11-18,no
U000181,Pat,Jones,pat.jones2803@yahoo.com,33,female,US,2024-12-11,yes
U000182,harper,Lopez,harper.lopez@gmail.com,39,male,Brazil,2024-05-05,yes
U000183,Dana,Torres,dana.torres9576@outlook.com,30,female,AU,2025-03-03,no
U000184,Emma,BROWN,EMMA.BROWN8743@OUTLOOK.COM,17,,United States,2024-07-20,yes
U000185,Amir,Hill,amir.hill8507@outlook.com,24,female,united states,2025-06-23,
U000186,Jesse,Garcia,jesse.garcia8842@outlook.com,52,male,usa,2025-04-15,yes
U000187,Robin  ,Rivera,robin.rivera@gmail.com,26,female,US,2025-05-11,no
U000188,Casey   ,Lopez,casey.lopez@gmail.com,57,female,CANADA,2025-02-04,yes
U000189,Isabella,Gonzalez,isabella.gonzalez@proton.me,46,male,Mexico,2025-10-11,no
U000190,Cameron,Smith,cameron.smith7051@proton.me,43,male,Canada,2026-01-12,no
U000191,Chris  ,Martinez,CHRIS.MARTINEZ@GMAIL.COM,34,male,US,2025-03-21,yes
U000192,Lucas,Rivera,lucas.rivera2510@outlook.com,62,female,US,2025-01-21,no
U000193,Harper   ,Nguyen,harper.nguyen@outlook.com,29,,usa,2024-01-03,yes
U000194,Fatima,Adams,fatima.adams8115@gmail.com,34,female,US,2025-11-15,yes
U000195,Yara,Martin,yara.martin7181@gmail.com,42,male,US,2025-01-24,yes
U000196,Jordan,Sanchez,JORDAN.SANCHEZ@SHOPLY.COM,49,female,US,2026-01-05,yes
U000197,Quinn,Robinson,quinn.robinson@gmail.com,18,female,US,2025-03-24,yes
U000198, Drew   ,Thompson,drew.thompson1239@gmail.com,33,male,CA  ,2024-07-13,no
U000199,FATIMA,GARCIA,fatima.garcia@gmail.com,35,prefer_not_to_say,INDIA,2025-05-06,yes
U000200,Chris,    Taylor,chris.taylor4166@gmail.com,19,male,US,2025-01-14,yes
U000201,jordan,Miller,jordan.miller746@icloud.com,31,female,US,2024-10-12,yes
U000202,Priya,Smith,priya.smith@gmail.com  ,21,male,Mexico,2025-10-19,no
U000203,Ava,Moore,ava.moore4270@outlook.com,32,male,US,2024-10-23,no
U000204,Reese,Martin,reese.martin@gmail.com,21,male,india,2024-12-10,no
U000205,Skyler    ,Adams,skyler.adams3933@gmail.com,34,female,CA,2025-08-15,yes
U000206,Jamie,Martinez,jamie.martinez@gmail.com,59,female,UK,2025-01-04,no
U000207,Lucas,Johnson,lucas.johnson@yahoo.com,50,male,US,2024-07-15,yes
U000208,Diego,gonzalez,diego.gonzalez@yahoo.com ,17,male,US,2025-12-11,no
U000209,Liam,Davis,liam.davis@gmail.com,36,female,U.S.,2024-09-08,yes
U000210,Amir,    Green      ,amir.green@icloud.com ,32,female,US,2024-08-06,yes
U000211,Emma,Allen,emma.allen68@proton.me,57,male,France,2025-10-15,yes
U000212,Chris,  nelson,chris.nelson8511@gmail.com,42,,US,2026-01-03,yes
U000213,Sydney,White,sydney.white@gmail.com,16,female,US,2025-05-19,yes
U000214,pat,Scott,pat.scott@outlook.com  ,51,female,CA,2024-04-19,no
U000215, Pat  ,Moore,pat.moore@yahoo.com,30,female,  France ,2025-06-26,no
U000216,Wei,Green,wei.green@outlook.com,16,prefer_not_to_say,US,2024-04-03,no
U000217,avery,Moore,avery.moore4493@yahoo.com,20,nonbinary,US,2024-09-10,yes
U000218,Ava,  Harris    ,ava.harris@gmail.com,34,female,CA,2025-02-02,no
U000219,ana,Moore,skyler.ramirez5951@outlook.com,16,nonbinary,US,2024-01-05,yes
U000220,Ana,Perez,ana.perez@outlook.com,16,male,  US  ,2026-01-11,yes
U000221,skyler,Thomas,skyler.thomas1630@outlook.com,29,male,usa,2024-02-19,no
U000222,Rowan,Thomas,ROWAN.THOMAS@GMAIL.COM,35,female,U.S.,2025-12-13,yes
U000223,Pat,Moore,PAT.MOORE8789@SHOPLY.COM,49,male,  usa,2024-01-05,yes
U000224,Wei,RODRIGUEZ,wei.rodriguez@yahoo.com,34,female,United states ,2025-12-30,no
U000225,Olivia,Baker,olivia.baker683@outlook.com,18,male,US,2024-07-06,yes
U000226,Drew,Davis,drew.davis@gmail.com,40,male,US,2025-01-25,yes
U000227,Ana,Martinez,ana.martinez@shoply.com,40,male,US,2025-04-25,no
U000228,Lee,Robinson,lee.robinson7818@gmail.com,34,female,UK,2025-12-11,yes
U000229,Mia,White,mia.white@icloud.com,45,prefer_not_to_say,DE,2025-06-08,yes
U000230,Ana,Flores,ana.flores9726@yahoo.com,34,female,United States,2025-03-23,yes
U000231,Noah,  Williams ,noah.williams@gmail.com,38,female,US,2025-07-16,no
U000232,Fatima,    CAMPBELL,fatima.campbell@gmail.com ,25,male,US,2025-02-11,no
U000233,Lee,Rivera,LEE.RIVERA6809@ICLOUD.COM,27,male,US,2024-09-23,no
U000234,Robin,Nguyen,robin.nguyen@gmail.com,38,female,CA,2024-04-29,yes
U000235,Ava,Torres,ava.torres1583@gmail.com  ,39,nonbinary,MX,2025-11-30,no
U000236,Jamie,Baker,jamie.baker@gmail.com,36,female,US,2024-05-19,no
U000237,Liam,Roberts,liam.roberts@outlook.com,17,nonbinary,united states,2024-06-05,no
U000238,Emerson,Garcia,emerson.garcia8789@yahoo.com,29,female,US,2025-08-27,yes
U000239,Amir,Rodriguez,amir.rodriguez@gmail.com,28,male,United States,2024-10-20,yes
U000240,Olivia,Rodriguez,olivia.rodriguez@icloud.com,39,female,US,2024-05-31,yes
U000241,Taylor,Harris,taylor.harris@proton.me ,53,male,BR,2024-10-19,yes
U000242,Riley,Wilson,riley.wilson6345@gmail.com,35,male,United states ,2024-11-13,yes
U000243,Min,Rivera,min.rivera1985@yahoo.com,32,nonbinary,usa,2025-04-23,yes
U000244,Liam,Baker,liam.baker@gmail.com  ,41,female,US,2025-07-01,yes
U000245,Kendall,Thomas,KENDALL.THOMAS1301@GMAIL.COM,28,prefer_not_to_say,usa,2024-03-28,yes
U000246,Rowan,Adams,rowan.adams7083@gmail.com,31,,US,2025-06-22,no
U000247,Lucas,MOORE,lucas.moore8233@gmail.com,42,male,MX,2024-11-23,no
U000248,WEI,Harris,wei.harris@icloud.com,25,female,USA,2024-08-10,yes
U000249,Morgan,Brown,morgan.brown9589@gmail.com,42,male,US,2025-12-14,no
U000250,cameron,Brown,cameron.brown5266@outlook.com  ,25,male,US,2024-03-29,yes
U000251,wei,Wilson,wei.wilson@gmail.com ,22,female,United Kingdom,2025-12-13,yes
U000252,wei,ALLEN,wei.allen3194@shoply.com ,35,female,  US ,2024-05-05,yes
U000253,  Chris  ,Lopez,chris.lopez@gmail.com,18,female,United States,2025-02-07,yes
U000254,Diego,Hill,diego.hill2956@gmail.com,25,female,UK,2025-07-03,yes
U000255,Jamie,baker,jamie.baker@yahoo.com  ,30,male,US,2024-04-05,yes
U000256,Quinn,Davis,quinn.davis7487@gmail.com,18,male,United States,2026-01-14,no
U000257,Min,Lewis,min.lewis@outlook.com,32,male,US,2025-04-27,yes
U000258,Kendall,Moore,kendall.moore977@icloud.com,34,female,CA,2024-06-15,yes
U000259,Ava,Williams,ava.williams7373@outlook.com,41,male,  US ,2025-05-02,yes
U000260,Casey,Walker,casey.walker@proton.me,39,female,MX,2025-09-25,no
U000261,Jamie,Ramirez,jamie.ramirez@yahoo.com,22,nonbinary,India,2024-12-25,yes
U000262,Sophia,Hernandez,sophia.hernandez@gmail.com,29,female, US  ,2026-01-06,yes
U000263,Sofia,Green,sofia.green4608@gmail.com,38,female,US,2024-09-21,no
U000264,Sydney,Clark,sydney.clark5028@icloud.com,26,female,US,2024-02-13,yes
U000265,amir,Nelson,amir.nelson@gmail.com,37,prefer_not_to_say,France,2024-01-15,no
U000266,Casey,Garcia,casey.garcia164@outlook.com,14,female,United states ,2024-12-16,yes
U000267,jordan,Lewis,jordan.lewis@gmail.com,22,female,CA,2025-06-29,
U000268,Sophia,Nelson,sophia.nelson7491@yahoo.com,50,female,US,2025-04-08,no
U000269,Kendall,Scott,kendall.scott@yahoo.com,63,female,    US    ,2025-04-08,yes
U000270,  Alex,Ramirez,alex.ramirez3518@yahoo.com  ,28,male,  US,2025-03-02,no
U000271,Amir,Scott,amir.scott3829@gmail.com,16,male,us,2025-06-01,yes
U000272,Taylor,torres,taylor.torres9614@yahoo.com,16,male, US,2024-12-09,yes
U000273,Hiro  ,Hernandez,hiro.hernandez@shoply.com,42,male,usa  ,2025-04-28,yes
U000274,Quinn,Garcia,quinn.garcia6756@icloud.com,15,male,US,2025-04-18,no
U000275,Sophia,Johnson,sophia.johnson@gmail.com,23,female,au,2024-08-10,yes
U000276,Jamie,Miller,jamie.miller@gmail.com,30,female,US,2025-05-07,no
U000277,Liam,Lee,liam.lee@outlook.com,42,,US,03-45-2025,yes
U000278,Min,Roberts,min.roberts5362@gmail.com,38,male,US,2025-11-03,no
U000279, Mia,Rodriguez,mia.rodriguez9000@yahoo.com,34,male,France,2025-08-12,no
U000280,Chris,Perez,chris.perez@gmail.com,30,female,Mexico,2024-06-11,no
U000281,Noah  ,KING,noah.king2993@outlook.com,28,female,France,2024-03-17,yes
U000282,Omar,Lee,omar.lee5738@icloud.com ,18,female,US,2024-10-22,no
U000283,Chris,Perez,chris.perez7682@outlook.com,39,male,US,2025-10-13,yes
U000284,Diego,Sanchez,diego.sanchez@outlook.com,43,male,CA,2025-05-25,yes
U000285,Sophia, Miller  ,sophia.miller@gmail.com,48,prefer_not_to_say,AU,2025-12-13,no
U000286,Taylor,Harris,taylor.harris5088@outlook.com,36,female,US,2025-06-12,yes
U000287,Alex,Flores,alex.flores9491@yahoo.com,16,male,AU,2024-02-10,no
U000288,Chris,Torres,chris.torres6941@gmail.com,38,male,US,2025-12-24,no
U000289,Isabella,NELSON,isabella.nelson@yahoo.com,29,male,Canada,2024-06-14,no
U000290,Omar  ,Hill,OMAR.HILL@GMAIL.COM,26,male, France  ,2025-11-04,no
U000291,Emma,White,emma.white@gmail.com,27,male,United States,2024-04-18,yes
U000292,Reese,Roberts,reese.roberts@gmail.com,38,male,US,2024-02-09,yes
U000293,Reese,    Lewis    ,reese.lewis@icloud.com,18,prefer_not_to_say,United states ,2025-12-18,yes
U000295,Lee,Jones,lee.jones@gmail.com,25,male,United States,2024-11-11,yes
U000296,Sophia,Adams,sophia.adams@gmail.com,19,male,USA,,no
U000297, Logan  ,Johnson,logan.johnson@yahoo.com,39,female,US,2024-09-09,yes
U000298,Emma,Jackson,emma.jackson@gmail.com  ,51,male,US,2025-08-03,yes
U000299,Drew,Adams    ,drew.adams7521@gmail.com,16,female,US,2025-07-26,yes
U000300,Diego ,Nelson,diego.nelson@gmail.com,18,male,United States,2025-02-30,no
U000301,avery,Nelson,avery.nelson@gmail.com,53,female,US,2024-11-22,no
U000302,Alex,THOMPSON,alex.thompson2542@gmail.com,35,,Mexico,2024-03-09,no
U000303,Drew,Flores,drew.flores6967@yahoo.com,38,male,Mexico,2025-03-10,no
U000304,  Diego  ,Wilson,diego.wilson1950@icloud.com ,26,nonbinary,US,2025-11-03,yes
U000305,Quinn,Moore,quinn.moore@yahoo.com,27,prefer_not_to_say,US,2025-05-19,no
U000306,Quinn,Anderson,quinn.anderson@outlook.com,33,prefer_not_to_say,U.S.,2024-01-03,yes
U000307,Robin,Jones,robin.jones@gmail.com,28,female,us,2024-11-30,no
U000308,Cameron,King,cameron.king@outlook.com,35,male,US,2024-05-30,yes
U000310,Jordan,Sanchez,jordan.sanchez@gmail.com,42,,CA,2024-02-11,no
U000311,Robin,Williams,robin.williams3795@gmail.com  ,48,female,US,2025-06-03,yes
U000312,Rowan,NGUYEN,ROWAN.NGUYEN@OUTLOOK.COM,50,prefer_not_to_say,US,2025-05-26,yes
