user_id,first_name,last_name,email,age,gender,country,signup_date,marketing_opt_in
U001215,Dana,Smith,dana.smith@icloud.com,16,prefer_not_to_say,United States,2025-07-16,no
U001230,Liam,Thomas,liam.thomas4480@outlook.com,16,female,United States,2025-11-11,yes
U001233,Pat,Wright,pat.wright@gmail.com,16,female,United States,2025-05-12,yes
U001248,Ana,Hernandez,jordan.miller746@icloud.com,16,prefer_not_to_say,United States,2025-06-21,no
U001264,Morgan,Mitchell,morgan.mitchell2369@gmail.com,16,female,United States,2024-07-31,yes
U001271,Pat,Lee,pat.lee8833@gmail.com,16,female,United States,2024-02-17,yes
U001276,Priya,Carter,priya.carter@yahoo.com,16,,Brazil,2024-12-08,yes
U001289,Alex,Jones,alex.jones9396@gmail.com,16,female,Canada,2025-07-28,yes
U001294,Noah,King,noah.king@outlook.com,16,female,Mexico,2024-01-22,yes
U001301,Priya,Wilson,priya.wilson@outlook.com,16,male,United States,2024-02-07,yes
U001311,Harper,Wright,harper.wright@outlook.com,16,female,United States,2026-01-13,yes
U001346,Emma,White,emma.white1180@icloud.com,16,male,United States,2025-04-23,yes
U001353,Noah,Jones,noah.jones@gmail.com,16,male,United States,2024-05-04,no
U001369,Isabella,Williams,isabella.williams3233@outlook.com,16,male,United States,2024-12-21,yes
U001397,Drew,Thompson,drew.thompson@gmail.com,16,,India,2024-09-06,no
U001403,Lee,Carter,lee.carter5657@gmail.com,16,male,United States,2024-12-11,yes
U001411,Casey,Anderson,casey.anderson6445@outlook.com,16,prefer_not_to_say,Germany,2025-03-25,
U001446,Chris,Jones,chris.jones@gmail.com,16,male,United States,2025-02-10,yes
U001456,Dana,Ramirez,dana.ramirez@gmail.com,16,female,United States,2024-10-08,no
U001458,Taylor,Walker,taylor.walker608@icloud.com,16,nonbinary,United States,2025-06-22,no
U001461,Mia,Mitchell,mia.mitchell@gmail.com,16,,Mexico,2024-02-27,no
U001464,Logan,King,logan.king@gmail.com,16,,United States,2025-03-12,yes
U001465,Logan,Campbell,logan.campbell2391@yahoo.com,16,female,United States,2025-04-30,yes
U001470,Sydney,Miller,sydney.miller@gmail.com,16,male,United Kingdom,2024-01-27,yes
U001474,Sam,Wilson,sam.wilson6936@shoply.com,16,male,Mexico,2025-08-28,no
U001491,Mia,Ramirez,mia.ramirez196@yahoo.com,16,male,United States,2025-06-19,
U001501,Sophia,Thomas,sophia.thomas@gmail.com,16,prefer_not_to_say,United States,2025-12-03,no
U001516,Robin,Wright,robin.wright@gmail.com,16,female,United States,2024-01-09,yes
U001541,Diego,Lee,diego.lee@gmail.com,16,nonbinary,Mexico,2025-02-23,no
U001553,Rowan,Taylor,rowan.taylor@gmail.com,16,male,United States,2025-02-22,yes
U001565,Hiro,Campbell,hiro.campbell6285@gmail.com,16,female,United States,2025-05-24,yes
U001569,Ana,Nguyen,ana.nguyen@yahoo.com,16,prefer_not_to_say,India,2025-09-22,no
U001576,Alex,Allen,alex.allen2763@icloud.com,16,male,Canada,2024-06-18,yes
U001599,Yara,Anderson,yara.anderson8505@yahoo.com,16,male,United States,2024-06-07,yes
U001600,Lucas,Hill,lucas.hill@gmail.com,16,female,United States,2024-03-04,no
U001602,Min,Martinez,min.martinez@gmail.com,16,male,United States,2025-05-29,no
U001606,Noah,White,noah.white@icloud.com,16,male,United States,2025-12-23,yes
U001614,Jamie,Robinson,jamie.robinson@gmail.com,16,male,United States,2024-07-26,yes
U001624,Hiro,Sanchez,hiro.sanchez@icloud.com,16,male,Germany,2025-12-21,yes
U001634,Emma,Young,emma.young6133@gmail.com,16,male,India,2025-05-31,yes
U001652,Emma,Garcia,emma.garcia@icloud.com,16,male,United States,2024-11-09,no
U001675,Lucas,Campbell,lucas.campbell@gmail.com,16,male,United States,2025-05-10,no
U001684,Taylor,Hernandez,taylor.hernandez@outlook.com,16,male,India,2024-09-04,yes
U001686,Riley,Scott,riley.scott@gmail.com,16,female,United States,2024-08-05,no
U001693,Fatima,Robinson,fatima.robinson@gmail.com,16,female,United States,2025-08-27,no
U001703,Priya,Lee,priya.lee@icloud.com,16,female,Mexico,2024-03-02,yes
U001720,Yara,Lopez,yara.lopez@shoply.com,16,male,United States,2025-06-16,no
U001743,Noah,Wright,noah.wright6553@outlook.com,16,female,United States,2025-02-21,yes
U001769,Ava,Anderson,ava.anderson@gmail.com,16,female,United States,2025-09-23,yes
U001772,Emerson,Martin,emerson.martin9636@outlook.com,16,female,United States,2024-07-17,no
U001799,Parker,Lopez,parker.lopez6406@gmail.com,16,female,Mexico,2024-05-12,yes
U001804,Emerson,Lee,emerson.lee8055@gmail.com,16,prefer_not_to_say,India,2025-12-18,yes
U001807,Riley,Torres,riley.torres@gmail.com,16,female,United States,2025-09-03,yes
U001846,Wei,Perez,wei.perez@gmail.com,16,female,United Kingdom,2024-01-24,yes
U001861,Skyler,Scott,skyler.scott7900@gmail.com,16,male,India,2024-05-11,yes
U001862,Diego,Hill,diego.hill@yahoo.com,16,female,United States,2025-09-30,yes
U001865,Cameron,Jackson,cameron.jackson@outlook.com,16,male,United States,2025-07-09,yes
U001869,Morgan,Jones,morgan.jones9658@gmail.com,16,male,United States,2025-08-05,yes
U001879,Lee,Rivera,lee.rivera@gmail.com,16,male,United States,2025-12-12,yes
U001885,Wei,King,wei.king@shoply.com,16,male,United States,2024-05-03,no
U001894,Parker,Jackson,parker.jackson@outlook.com,16,male,United States,2024-01-23,no
U001911,Fatima,Hill,fatima.hill3255@gmail.com,16,female,Mexico,2024-05-19,no
U001913,Mia,Green,mia.green8831@outlook.com,16,male,Germany,2024-06-18,no
U001921,Casey,Sanchez,casey.sanchez@icloud.com,16,male,Canada,2025-12-18,yes
U001935,Riley,Anderson,riley.anderson@gmail.com,16,prefer_not_to_say,United States,2024-01-11,yes
U001955,Taylor,Flores,taylor.flores1097@gmail.com,16,female,United States,2025-07-20,yes
U001958,Jordan,Hill,jordan.hill@outlook.com,16,female,United States,2025-02-13,yes
U001994,Min,Davis,min.davis@outlook.com,16,female,United States,2024-02-06,yes
U002000,Isabella,Carter,isabella.carter@gmail.com,16,,United States,2024-01-04,yes
U002001,Olivia,Harris,olivia.harris5796@gmail.com,16,female,United States,2026-01-12,no
U002004,Quinn,Garcia,quinn.garcia5753@yahoo.com,16,male,United States,2024-01-16,yes
U002021,Sophia,Nelson,sophia.nelson7325@yahoo.com,16,male,United Kingdom,2025-12-18,yes
U002039,Kendall,Campbell,kendall.campbell816@shoply.com,16,male,United Kingdom,2024-04-16,no
U002059,Drew,Gonzalez,drew.gonzalez9714@yahoo.com,16,female,United States,2025-06-13,yes
U002067,Riley,White,riley.white@gmail.com,16,male,United States,2025-11-02,no
U002071,Alex,Walker,alex.walker6242@gmail.com,16,female,United States,2025-08-28,no
U002088,Ava,Jones,ava.jones@outlook.com,16,male,United States,2024-11-29,no
U002115,Reese,Gonzalez,reese.gonzalez@gmail.com,16,prefer_not_to_say,United States,2025-05-14,yes
U002120,Yara,Sanchez,yara.sanchez3308@gmail.com,16,female,United States,2025-07-13,yes
U002161,Omar,Gonzalez,omar.gonzalez@icloud.com,16,male,United States,2025-04-22,yes
U002175,Reese,Martinez,reese.martinez6063@gmail.com,16,male,Australia,2025-05-31,no
U002198,Ethan,Allen,ethan.allen3304@shoply.com,16,female,France,2025-01-28,yes
U002206,Riley,Anderson,riley.anderson1312@gmail.com,16,female,India,2024-07-26,no
U002219,Sydney,Campbell,sydney.campbell8698@yahoo.com,16,female,United Kingdom,2025-12-25,no
U002226,Cameron,Mitchell,cameron.mitchell@yahoo.com,16,male,United States,2025-07-19,no
U002242,Sofia,Johnson,sofia.johnson3571@gmail.com,16,male,Mexico,2024-05-29,yes
U002246,Emma,Nelson,emma.nelson4810@gmail.com,16,female,United States,2025-02-24,yes
U002265,Harper,Hall,harper.hall4742@gmail.com,16,male,United States,2024-08-11,no
U002272,Isabella,Harris,isabella.harris@yahoo.com,16,female,United States,2025-08-23,yes
U002283,Isabella,Davis,isabella.davis@proton.me,16,,United States,2025-09-15,no
U002286,Reese,Wilson,reese.wilson2633@proton.me,16,male,United States,2024-08-20,yes
U002290,Alex,King,alex.king@yahoo.com,16,female,United Kingdom,2024-03-16,yes
U002314,Yara,Walker,yara.walker4840@gmail.com,16,male,United States,2025-11-21,no
U002326,Lee,Mitchell,lee.mitchell@gmail.com,16,female,United States,,yes
U002341,Olivia,Nelson,olivia.nelson2495@outlook.com,16,female,United States,2024-07-20,yes
U002342,Pat,Anderson,pat.anderson567@gmail.com,16,male,United States,2025-07-03,yes
U002346,Drew,Torres,drew.torres@yahoo.com,16,female,United States,2024-07-04,no
U002349,Omar,Gonzalez,omar.gonzalez@gmail.com,16,,United Kingdom,2024-03-05,yes
U002353,Chris,Martinez,chris.martinez3048@gmail.com,16,male,United States,2025-02-06,yes
U002365,Cameron,Green,cameron.green@icloud.com,16,female,United States,2024-05-23,no
U002367,Rowan,Gonzalez,rowan.gonzalez@outlook.com,16,male,Mexico,2025-12-01,no
U002391,Mia,Wright,mia.wright@gmail.com,16,female,United States,2024-09-03,no
U002393,Sophia,Mitchell,sophia.mitchell@outlook.com,16,male,Canada,2025-07-05,no
U002402,Jordan,Allen,jordan.allen124@yahoo.com,16,female,United States,2025-06-15,yes
U002411,Kendall,Harris,kendall.harris@yahoo.com,16,male,United States,2024-11-08,no
U002418,Ana,Martin,ana.martin@gmail.com,16,nonbinary,Mexico,2024-09-06,yes
U002438,Sam,Wilson,sam.wilson9573@yahoo.com,16,male,Australia,2024-05-30,yes
U002449,Emma,Nguyen,emma.nguyen@icloud.com,16,male,United States,2025-05-04,yes
U002459,Lucas,Wilson,lucas.wilson3140@gmail.com,16,female,United States,2025-07-26,yes
U002461,Robin,Taylor,robin.taylor7123@gmail.com,16,nonbinary,United States,2024-06-16,no
U002482,Kendall,Martin,kendall.martin7589@icloud.com,16,male,United States,2025-04-23,no
U002513,Fatima,Wright,fatima.wright1706@gmail.com,16,female,United States,2025-05-08,yes
U002529,Min,Rivera,min.rivera@gmail.com,16,nonbinary,Germany,2024-04-29,yes
U002532,Parker,Carter,parker.carter@gmail.com,16,female,United States,2025-04-19,yes
U002539,Hiro,Martinez,hiro.martinez9039@outlook.com,16,female,United States,2025-04-03,
U002556,Wei,Williams,wei.williams@gmail.com,16,female,United States,2024-05-21,no
U002562,Cameron,Roberts,cameron.roberts6419@gmail.com,16,female,United States,2025-11-13,yes
U002643,Ana,Baker,ana.baker@gmail.com,16,female,United States,2025-05-14,yes
U002645,Alex,Hill,mia.flores@gmail.com,16,male,United States,2024-03-25,yes
U002649,Sam,Hall,sam.hall8902@icloud.com,16,,Germany,2025-09-22,no
U002660,Drew,Brown,drew.brown3312@proton.me,16,male,Canada,2025-02-09,yes
U002718,Liam,Lopez,liam.lopez8278@yahoo.com,16,nonbinary,United States,2024-02-10,yes
U002744,Reese,Robinson,reese.robinson@icloud.com,16,,Canada,2024-08-19,no
U002759,Fatima,Lewis,fatima.lewis@icloud.com,16,female,United Kingdom,2024-10-24,yes
U002798,Cameron,White,cameron.white4007@gmail.com,16,female,United States,2024-04-15,no
U002804,Jesse,Wright,diego.jackson@gmail.com,16,male,United States,2024-12-24,yes
U002808,Sofia,Hall,sofia.hall@outlook.com,16,male,United States,2024-11-28,no
U002822,Liam,Harris,liam.harris@gmail.com,16,female,United States,2024-05-09,yes
U002826,Drew,Thomas,drew.thomas1242@icloud.com,16,prefer_not_to_say,United States,2024-02-04,yes
U002860,Alex,Allen,alex.allen@outlook.com,16,male,France,2024-07-19,yes
U002865,Reese,Nguyen,reese.nguyen@gmail.com,16,female,United States,2025-03-28,yes
U002871,Wei,Wilson,wei.wilson@gmail.com,16,male,United States,2024-06-18,no
U002879,Wei,Moore,wei.moore@gmail.com,16,male,United States,2026-01-01,yes
U002886,Chris,Miller,chris.miller127@yahoo.com,16,male,United States,2024-04-16,yes
U002889,Liam,Flores,liam.flores@outlook.com,16,female,India,2024-05-15,no
U002911,Sam,King,sam.king@yahoo.com,16,female,United States,2024-06-30,no
U002919,Jamie,Thomas,jamie.thomas@gmail.com,16,male,United States,2024-11-22,yes
U002928,Casey,Rodriguez,casey.rodriguez@outlook.com,16,female,United States,2025-02-28,no
U002934,Cameron,Taylor,cameron.taylor@yahoo.com,16,male,Mexico,2025-11-01,yes
U002937,Logan,Thomas,logan.thomas@gmail.com,16,male,United States,2025-06-09,yes
U002953,Omar,Anderson,omar.anderson6993@outlook.com,16,female,United States,2024-01-18,yes
U002954,Omar,Sanchez,omar.sanchez@gmail.com,16,prefer_not_to_say,United States,2025-12-17,no
U002986,Min,Davis,min.davis9239@outlook.com,16,prefer_not_to_say,United States,2025-06-22,yes
U002987,Wei,Young,wei.young4780@yahoo.com,16,female,United States,,no
U002998,Quinn,Clark,quinn.clark@gmail.com,16,prefer_not_to_say,United States,2024-03-14,no
U003032,Sam,Campbell,sam.campbell1132@outlook.com,16,male,United States,2025-07-14,no
